DATE,DATA,OFFER,CONVERSION,REVENUE
19-08-2025,cc06ai,120 - PurDentix,2,256
27-12-2025,dg01ae,17006 - [HEALTH] VisiUltra VSL,2,252
04-11-2025,cc05ab,17165 - [HEALTH] Arthrozene VSL Short,2,252
03-11-2025,cc05ac,17165 - [HEALTH] Arthrozene VSL Short,2,252
21-09-2025,cc05ac,17165 - [HEALTH] Arthrozene VSL Short,2,252
26-07-2025,cc06ai,17165 - [HEALTH] Arthrozene VSL Short,2,252
25-07-2025,cc06ae,17165 - [HEALTH] Arthrozene VSL Short,2,252
06-09-2025,ub01ac,2557 - Presgera VSL,2,250
21-08-2025,cc05ac,38 - VirilWood,2,250
28-06-2025,cc06af,38 - VirilWood,2,250
11-12-2025,ub01ag,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,4,246.5
12-01-2026,cc05aa,15995 - [HEALTH] Brain Savior VSL,2,243
20-09-2025,cg01ag,17532 - [HEALTH] GL Defend VSL,2,243
16-05-2025,cc05ab,15819 - [HEALTH] RFK Jr.s FDA Secret VSL,3,243
29-06-2025,cc06ae,16995 - [ECOMMERCE] Amazon Prime Day 2025 Listicle Revshare,7,242.82
08-12-2025,cc06ak,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,4,242.25
07-03-2026,cc05ac,12 - Jointgen,2,240
07-03-2026,ag01ad,12 - Jointgen,2,240
31-01-2026,cc06ah,12 - Jointgen,2,240
30-12-2025,cc06aj,129 - Nerve Fresh Private,2,240
23-09-2025,ag10ae,129 - Nerve Fresh Private,2,240
19-09-2025,ua01aa,129 - Nerve Fresh Private,2,240
17-09-2025,ck08bd,129 - Nerve Fresh Private,2,240
14-09-2025,ag04bm,12 - Jointgen,2,240
11-09-2025,ag01ad,12 - Jointgen,2,240
21-08-2025,kg01ar,12 - Jointgen,2,240
17-08-2025,ag04ba,12 - Jointgen,2,240
11-08-2025,cg01ad,9 - Brain Savior,2,240
28-07-2025,cc05ac,276 - Brain+ VSL,2,240
26-07-2025,cn06ah,705 - Grounded Footwear,6,240
01-07-2025,cc06ae,196 - CPA Email Lymph System Support,2,240
01-07-2025,cn06af,196 - CPA Email Lymph System Support,2,240
30-06-2025,cc05ac,228 - NerveCalm,2,240
29-06-2025,cc06af,228 - NerveCalm,2,240
28-06-2025,cc06ak,196 - CPA Email Lymph System Support,2,240
28-06-2025,dg01ab,196 - CPA Email Lymph System Support,2,240
26-06-2025,cc05ab,246 - CPA Email Ageless Brain,2,240
25-06-2025,cc06ad,227 - ProstaPeak,2,240
24-06-2025,cc05ac,12 - Jointgen,2,240
06-05-2025,kg01ag,118 - Glucovy,2,240
31-08-2025,ag01al,304 - Finessa,2,236
31-08-2025,ga01ae,304 - Finessa,2,236
12-08-2025,cg01ad,304 - Finessa,2,236
15-06-2025,cc06ak,209 - Nerve Alive,2,236
21-09-2025,dg01ab,17532 - [HEALTH] GL Defend VSL,2,234
29-06-2025,cc06ad,1 - Senior Perks - Main Offer,11,232.546
04-12-2025,ck07an,2505 - JRNYS GLP-1,1,225
28-08-2025,cl06ac,2538 - MEDVi GLP-1,1,225
26-08-2025,ck12bm,2538 - MEDVi GLP-1,1,225
25-08-2025,ck12bj,2538 - MEDVi GLP-1,1,225
24-08-2025,ck07af,2538 - MEDVi GLP-1,1,225
17-08-2025,ck07an,129 - Nerve Fresh,2,224
11-08-2025,ck08bd,129 - Nerve Fresh,2,224
10-08-2025,kg01an,129 - Nerve Fresh,2,224
09-08-2025,kg01ae,129 - Nerve Fresh,2,224
25-07-2025,ck07ai,129 - Nerve Fresh,2,224
18-07-2025,kg01am,129 - Nerve Fresh,2,224
16-07-2025,kg01ai,129 - Nerve Fresh,2,224
16-07-2025,kg01aj,129 - Nerve Fresh,2,224
13-07-2025,cc06af,129 - Nerve Fresh,2,224
30-06-2025,cc06af,32 - Golden Revive,2,224
27-06-2025,kg01aj,129 - Nerve Fresh,2,224
08-06-2025,cc05ab,129 - Nerve Fresh,2,224
13-05-2025,,32 - Golden Revive,2,224
28-01-2026,cc06ak,243 - VertiAid,2,220
25-09-2025,ck08av,89 - NHMD CPA Email Bare Feet,2,220
31-08-2025,ua01ab,338 - CPA Email AV Liberty Heart,2,220
31-08-2025,cc06ak,335 - CPA Email AV LymphaVive,2,220
27-08-2025,ck07ac,330 - Vertigenics,2,220
27-08-2025,ck08bd,330 - Vertigenics,2,220
27-07-2025,cc06ai,278 - CogniCharge Email,2,220
26-06-2025,cc06af,243 - VertiAid,2,220
25-06-2025,cc06ak,243 - VertiAid,2,220
03-08-2025,cc06ag,17107 - [HEALTH] Visium Pro VSL,2,216
10-07-2025,cc05ab,17107 - [HEALTH] Visium Pro VSL,2,216
02-06-2025,cc05aa,9 - Brain Savior,2,216
25-05-2025,cc05ab,10031 - [HEALTH] Heal-n-Soothe VSL,3,216
21-05-2025,cc05ab,9 - Brain Savior,2,216
08-12-2025,cc06aj,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,4,210.375
14-12-2025,cc06ak,48 - Pineal Guardian,2,210
25-09-2025,cc06ad,677 - Bladder Relief 911 - Email Only,2,210
02-06-2025,,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),3,210
02-06-2025,cc05ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),3,210
11-05-2025,ck12bp,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),3,210
26-05-2025,cc05ac,241 - DEALWATCHDOGS: Memorial Day Deal Listicle,6,208.24
14-02-2026,ag04bm,2598 - MEDVi QUAD ED,1,200
14-02-2026,ub01ag,2598 - MEDVi QUAD ED,1,200
11-02-2026,cc06ak,2598 - MEDVi QUAD ED,1,200
05-02-2026,cc06ah,2603 - RAD Intel Reg A+,1,200
04-12-2025,dg01ac,2568 - Mind Vault,2,200
25-06-2025,cc06aj,154 - Arctic Blast,4,200
18-06-2025,cc06ad,204 - SciatiEase,2,200
19-06-2025,cc06ag,15549 - [HEALTH] Bio Complete 3 Non Dairy VSL (Approved Only),2,198
17-02-2026,cd12ae,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,10,195.6
23-07-2025,ck12bh,85 - Miracle Sheets,3,195
04-09-2025,cg01af,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,193.8
26-08-2025,ck07ag,2534 - Rugiet,1,190
24-08-2025,cc05aa,2534 - Rugiet,1,190
30-09-2025,cc06ae,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,189.55
26-07-2025,ga01ab,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,189.55
19-01-2026,kg01ab,16985 - [HEALTH] RFK Method VSL (Approved Only),2,189
18-01-2026,ua01aa,16985 - [HEALTH] RFK Method VSL (Approved Only),2,189
19-12-2025,ga01ad,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),3,189
31-08-2025,cg01aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),2,189
10-08-2025,kg01ah,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),2,189
26-07-2025,ag04bt,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),3,189
08-03-2026,cc05ac,18521 - [HEALTH] Presgera VSL BH,1,185
07-03-2026,ck07ak,18521 - [HEALTH] Presgera VSL BH,1,185
07-03-2026,ua01ab,18521 - [HEALTH] Presgera VSL BH,1,185
07-03-2026,ck07an,18521 - [HEALTH] Presgera VSL BH,1,185
06-03-2026,ub01ag,18521 - [HEALTH] Presgera VSL BH,1,185
05-03-2026,ub01ai,18521 - [HEALTH] Presgera VSL BH,1,185
02-03-2026,ag10aj,18521 - [HEALTH] Presgera VSL BH,1,185
02-03-2026,ck07ab,18521 - [HEALTH] Presgera VSL BH,1,185
01-03-2026,ck07aq,18521 - [HEALTH] Presgera VSL BH,1,185
24-02-2026,ag10ad,18521 - [HEALTH] Presgera VSL BH,1,185
22-02-2026,ck07ak,18521 - [HEALTH] Presgera VSL BH,1,185
20-02-2026,cc06aj,18521 - [HEALTH] Presgera VSL BH,1,185
10-12-2025,ag04bg,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,182.75
07-01-2026,cd12aa,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,9,181.58
07-03-2026,dg01ab,18796 - [HEALTH] Derma Essential VSL BH*,1,180
06-03-2026,cc05ab,18718 - [HEALTH] Uroflow VSL BH*,1,180
02-03-2026,cg01ab,18750 - [HEALTH] Gelatine Sculpt VSL BH* (Approved Only),1,180
01-03-2026,ub01ab,18750 - [HEALTH] Gelatine Sculpt VSL BH* (Approved Only),1,180
28-02-2026,cc06af,18750 - [HEALTH] Gelatine Sculpt VSL BH* (Approved Only),1,180
26-02-2026,kg01ap,18750 - [HEALTH] Gelatine Sculpt VSL BH* (Approved Only),1,180
23-02-2026,cc06ai,18611 - [HEALTH] BurnSlim 1.2 VSL BH,1,180
21-02-2026,dg01aa,18612 - [HEALTH] MemoGenesis VSL BH,1,180
21-02-2026,cg01ah,18522 - [DIET] Mahgryn VSL BH,1,180
18-02-2026,cg01ag,18522 - [DIET] Mahgryn VSL BH,1,180
17-02-2026,ag04bm,18522 - [DIET] Mahgryn VSL BH,1,180
16-02-2026,cc06ad,18522 - [DIET] Mahgryn VSL BH,1,180
05-11-2025,cc06ah,17926 - [HEALTH] HSI Second Pandemic,2,180
04-11-2025,cc06ai,17926 - [HEALTH] HSI Second Pandemic,2,180
10-10-2025,ck07ah,17740 - [HEALTH] LHA - Hiroshima Secret,2,180
24-08-2025,ag04ba,16985 - [HEALTH] RFK Method VSL (Approved Only),2,180
19-08-2025,cg01af,16985 - [HEALTH] RFK Method VSL (Approved Only),2,180
14-07-2025,cc05aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),2,180
24-06-2025,cc05ab,16985 - [HEALTH] RFK Method VSL (Approved Only),2,180
20-06-2025,cc05ab,14538 - [HEALTH] SharpEar VSL,2,180
10-10-2025,ck07ae,71 - AMAZON: Prime Big Deal Days 2025 Listicle - Gadget Listicle,3,175.2
14-08-2025,dg01ae,13905 - [HEALTH] Olive Oil VSL,2,172
27-05-2025,cc05ac,241 - DEALWATCHDOGS: Memorial Day Deal Listicle,4,170.24
26-06-2025,cc06ak,16995 - [ECOMMERCE] Amazon Prime Day 2025 Listicle Revshare,5,170.17
08-03-2026,ag01ad,196 - CPA Email Lymph System Support,1,170
05-03-2026,ag04bg,196 - CPA Email Lymph System Support,1,170
06-11-2025,ck07ae,367 - Lowes Window Replacement CPL,1,170
05-11-2025,ub01ae,336 - CPA Email AV Brain Formula,1,170
20-09-2025,cc05aa,367 - Lowes Window Replacement CPL,1,170
16-08-2025,ck07al,212 - Lowes Window Replacement CPL,1,170
30-06-2025,cn06aa,212 - Lowes Window Replacement CPL,1,170
30-06-2025,cn06ab,212 - Lowes Window Replacement CPL,1,170
27-06-2025,cc06ae,146 - GADGETS: Oprahs Favorite Things - 2025 Gadgets Listicle,4,169.84
26-06-2025,dg01ab,4010 - Musk - ESaver Watt SS (US + INTL) - Ecomm,3,168
09-12-2025,ag04bc,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,165.75
15-09-2025,ga01ae,104 - NHMD CPA Email Liver Renew,1,165
11-09-2025,ck08as,104 - NHMD CPA Email Liver Renew,1,165
09-09-2025,cn06ad,104 - NHMD CPA Email Liver Renew,1,165
29-06-2025,kg01an,16995 - [ECOMMERCE] Amazon Prime Day 2025 Listicle Revshare,5,164.93
07-10-2025,dg01ae,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,164.9
09-12-2025,ga01ac,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,164.05
29-06-2025,cc06ad,16995 - [ECOMMERCE] Amazon Prime Day 2025 Listicle Revshare,5,163.63
27-07-2025,ga01ac,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,162.35
28-06-2025,dg01ab,15819 - [HEALTH] RFK Jr.s FDA Secret VSL,2,162
11-06-2025,cc05ac,16424 - [HEALTH] SlimBliss VSL,2,162
21-05-2025,cc05aa,15819 - [HEALTH] RFK Jr.s FDA Secret VSL,2,162
09-03-2026,cc06ai,443 - GaraHerb,1,160
02-03-2026,cc06af,443 - GaraHerb,1,160
17-01-2026,cc05ab,196 - CPA Email Lymph System Support,1,160
30-12-2025,dg01aa,321 - CPA Email PUREANCE HydraLift,1,160
28-12-2025,cc06ae,196 - CPA Email Lymph System Support,1,160
28-12-2025,ck08ay,196 - CPA Email Lymph System Support,1,160
30-11-2025,dg01ab,196 - CPA Email Lymph System Support,1,160
07-11-2025,cc05aa,196 - CPA Email Lymph System Support,1,160
06-10-2025,ga01aj,336 - CPA Email AV Brain Formula,1,160
04-10-2025,ua01ae,336 - CPA Email AV Brain Formula,1,160
20-09-2025,ua01af,321 - CPA Email PUREANCE HydraLift,1,160
15-09-2025,ck07ar,321 - CPA Email PUREANCE HydraLift,1,160
14-09-2025,ga01aj,321 - CPA Email PUREANCE HydraLift,1,160
13-09-2025,kg01aj,321 - CPA Email PUREANCE HydraLift,1,160
12-09-2025,cg01aa,321 - CPA Email PUREANCE HydraLift,1,160
12-09-2025,ck08aw,321 - CPA Email PUREANCE HydraLift,1,160
12-09-2025,cc06ak,321 - CPA Email PUREANCE HydraLift,1,160
11-09-2025,ag04bg,321 - CPA Email PUREANCE HydraLift,1,160
11-09-2025,ck08ba,321 - CPA Email PUREANCE HydraLift,1,160
06-09-2025,dg01ac,321 - CPA Email PUREANCE HydraLift,1,160
03-09-2025,cc05ac,2549 -ServicePlus Home Warranty,4,160
03-09-2025,ck12bo,321 - CPA Email PUREANCE HydraLift,1,160
01-09-2025,ck07aa,321 - CPA Email PUREANCE HydraLift,1,160
28-08-2025,cl06aa,13498 - [DIET] Nagano Lean Body Tonic (Approved Only),1,160
27-08-2025,cn06aj,13498 - [DIET] Nagano Lean Body Tonic (Approved Only),1,160
26-08-2025,ck08ax,13498 - [DIET] Nagano Lean Body Tonic (Approved Only),1,160
11-08-2025,cc05ac,13498 - [DIET] Nagano Lean Body Tonic (Approved Only),1,160
01-08-2025,dg01ac,285 - EXCL - ECOM - Elon Quick Charger - [US] - [Email],4,160
13-10-2025,cc06aj,319 - Presgera,1,158
23-09-2025,ub01ae,319 - Presgera,1,158
24-08-2025,kg01an,319 - Presgera,1,158
10-09-2025,ga01aa,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,4,157.25
04-09-2025,ck12bi,16214 - [HEALTH] Arialief VSL,1,155
24-08-2025,ub01ab,16214 - [HEALTH] Arialief VSL,1,155
15-08-2025,ga01ao,16617 - [HEALTH] Presgera VSL,1,155
10-08-2025,cg01ad,16617 - [HEALTH] Presgera VSL,1,155
04-08-2025,ua01ab,16617 - [HEALTH] Presgera VSL,1,155
01-08-2025,cc06ae,16214 - [HEALTH] Arialief VSL,1,155
31-07-2025,cc05ab,16214 - [HEALTH] Arialief VSL,1,155
31-07-2025,cc06af,16214 - [HEALTH] Arialief VSL,1,155
24-07-2025,cc06af,16617 - [HEALTH] Presgera VSL,1,155
24-07-2025,cc06ak,16617 - [HEALTH] Presgera VSL,1,155
14-07-2025,ck07al,16617 - [HEALTH] Presgera VSL,1,155
11-07-2025,cc06af,16617 - [HEALTH] Presgera VSL,1,155
29-06-2025,ua01ab,16617 - [HEALTH] Presgera VSL,1,155
29-06-2025,ga01aa,16617 - [HEALTH] Presgera VSL,1,155
28-06-2025,cc06ad,16617 - [HEALTH] Presgera VSL,1,155
27-06-2025,cc06ak,16617 - [HEALTH] Presgera VSL,1,155
08-05-2025,ck08au,16214 - [HEALTH] Arialief VSL,1,155
03-05-2025,ub01ah,16214 - [HEALTH] Arialief VSL,1,155
23-09-2025,kg01am,71 - AMAZON: Prime Big Deal Days 2025 Listicle - Gadget Listicle,3,153.6
29-01-2026,cc05aa,14951 - [HEALTH] Warbug VSL (Approved Only),2,153
11-12-2025,kg01ai,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,153
30-11-2025,cc06ad,17220 - [HEALTH] Synaptigen VSL,1,153
26-09-2025,cc06ag,17474 - [ADULT] MensGrowth VSL v2,1,153
25-09-2025,cc06ah,17474 - [ADULT] MensGrowth VSL v2,1,153
24-09-2025,cc06ak,17220 - [HEALTH] Synaptigen VSL,1,153
09-10-2025,ck07ai,71 - AMAZON: Prime Big Deal Days 2025 Listicle - Gadget Listicle,4,152.8
20-12-2025,cc06af,227 - ProstaPeak,1,150
20-12-2025,ga01ag,227 - ProstaPeak,1,150
19-12-2025,cn06ad,227 - ProstaPeak,1,150
19-12-2025,cn06ai,227 - ProstaPeak,1,150
12-12-2025,ga01ac,227 - ProstaPeak,1,150
09-12-2025,cc06af,227 - ProstaPeak,1,150
26-09-2025,ck07ag,196 - CPA Email Lymph System Support,1,150
26-09-2025,kg01ah,196 - CPA Email Lymph System Support,1,150
17-09-2025,ck07an,340 - Reverse Mortgage CPA (M-F),3,150
14-09-2025,kg01ah,104 - NHMD CPA Email Liver Renew,1,150
13-09-2025,ck07aq,104 - NHMD CPA Email Liver Renew,1,150
13-09-2025,ub01ae,104 - NHMD CPA Email Liver Renew,1,150
10-09-2025,ag04bw,104 - NHMD CPA Email Liver Renew,1,150
10-09-2025,ga01ah,104 - NHMD CPA Email Liver Renew,1,150
03-09-2025,cl06ac,251 - FlashBurn,1,150
24-08-2025,ck08aw,17350 - [ECOMMERCE] NoBark Ultra,3,150
24-08-2025,cc06af,2444 - Brazilian Wood,1,150
21-08-2025,kg01ar,251 - FlashBurn,1,150
28-06-2025,dg01ae,135 - HepatoBurn,1,150
27-06-2025,cc06ah,154 - Arctic Blast,3,150
25-06-2025,cn06aa,135 - HepatoBurn,1,150
24-06-2025,cc05aa,180 - Lowes Window Replacement CPL,1,150
07-06-2025,cc05ab,154 - Arctic Blast,3,150
21-05-2025,cc05ab,135 - HepatoBurn,1,150
16-05-2025,cc05ab,154 - Arctic Blast,3,150
07-03-2026,ub01ad,471 - GADGETS: Amazons 2026 Deals Listicle,4,149.6
02-08-2025,cc06ag,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,3,148.75
07-08-2025,kg01ak,17161 - [ECOMMERCE] Ready Walker Walking Stick,3,148.5
26-07-2025,ck07an,17161 - [ECOMMERCE] Ready Walker Walking Stick,3,148.5
12-10-2025,ck07ad,189 - AMAZON: Best Amazon Deals 2025 Listicle - Gadgets,3,147.05
05-11-2025,ck07ae,17427 - [HEALTH] GLPro VSL,1,147
23-09-2025,ag10ai,17427 - [HEALTH] GLPro VSL,1,147
21-09-2025,ua01af,17427 - [HEALTH] GLPro VSL,1,147
20-09-2025,ub01ae,17427 - [HEALTH] GLPro VSL,1,147
19-09-2025,ag10ae,17427 - [HEALTH] GLPro VSL,1,147
19-09-2025,ua01aa,17427 - [HEALTH] GLPro VSL,1,147
17-09-2025,ga01ap,17427 - [HEALTH] GLPro VSL,1,147
16-09-2025,ag04bd,17427 - [HEALTH] GLPro VSL,1,147
13-09-2025,ck07ae,17427 - [HEALTH] GLPro VSL,1,147
13-09-2025,ub01ag,17427 - [HEALTH] GLPro VSL,1,147
12-09-2025,cg01ah,17427 - [HEALTH] GLPro VSL,1,147
11-09-2025,cg01ac,17427 - [HEALTH] GLPro VSL,1,147
11-09-2025,ag04bw,17427 - [HEALTH] GLPro VSL,1,147
10-09-2025,ck08aw,17427 - [HEALTH] GLPro VSL,1,147
10-09-2025,ck08ba,17427 - [HEALTH] GLPro VSL,1,147
10-09-2025,kg01an,17427 - [HEALTH] GLPro VSL,1,147
09-09-2025,ua01ad,17427 - [HEALTH] GLPro VSL,1,147
09-09-2025,ua01ao,17427 - [HEALTH] GLPro VSL,1,147
09-09-2025,ag04bd,17427 - [HEALTH] GLPro VSL,1,147
06-09-2025,cc05aa,17427 - [HEALTH] GLPro VSL,1,147
03-09-2025,cc06ag,17427 - [HEALTH] GLPro VSL,1,147
26-06-2025,cc06ae,16 - GI Discounts,5,146.3
28-09-2025,ga01af,2485 - AAA Emergency Kit Sweeps,9,146.2024
07-03-2026,cc06ai,335 - CPA Email AV LymphaVive,1,145
26-10-2025,ub01ag,194 - NHMD CPA Email Hair Switch,1,145
01-10-2025,ag04bw,338 - CPA Email AV Liberty Heart,1,145
24-09-2025,ub01ag,194 - NHMD CPA Email Hair Switch,1,145
21-09-2025,ck07ab,335 - CPA Email AV LymphaVive,1,145
21-09-2025,ck08ay,194 - NHMD CPA Email Hair Switch,1,145
20-09-2025,cg01ad,194 - NHMD CPA Email Hair Switch,1,145
20-09-2025,kg01ap,194 - NHMD CPA Email Hair Switch,1,145
18-09-2025,cc06ai,194 - NHMD CPA Email Hair Switch,1,145
18-09-2025,ua01ab,194 - NHMD CPA Email Hair Switch,1,145
18-09-2025,cc06ad,335 - CPA Email AV LymphaVive,1,145
17-09-2025,cc06aj,194 - NHMD CPA Email Hair Switch,1,145
17-09-2025,ck07an,335 - CPA Email AV LymphaVive,1,145
16-09-2025,ag10aj,338 - CPA Email AV Liberty Heart,1,145
15-09-2025,ck08bd,335 - CPA Email AV LymphaVive,1,145
15-09-2025,ag04bm,338 - CPA Email AV Liberty Heart,1,145
12-09-2025,ag04bw,338 - CPA Email AV Liberty Heart,1,145
06-09-2025,cc05ab,17427 - [HEALTH] GLPro VSL,1,145
06-09-2025,cc05ac,17427 - [HEALTH] GLPro VSL,1,145
05-09-2025,ag04bc,321 - CPA Email PUREANCE HydraLift,1,145
05-09-2025,ag04bm,321 - CPA Email PUREANCE HydraLift,1,145
04-09-2025,cc06ai,321 - CPA Email PUREANCE HydraLift,1,145
03-09-2025,ag04bq,17427 - [HEALTH] GLPro VSL,1,145
03-09-2025,cc06ah,17427 - [HEALTH] GLPro VSL,1,145
02-09-2025,ck12bk,17427 - [HEALTH] GLPro VSL,1,145
01-09-2025,ck12bn,17427 - [HEALTH] GLPro VSL,1,145
01-09-2025,ck07al,16279 - [DIET] Leptozan VSL,1,145
01-09-2025,ub01aa,17427 - [HEALTH] GLPro VSL,1,145
31-08-2025,ck07aj,17427 - [HEALTH] GLPro VSL,1,145
31-08-2025,ck12bm,17427 - [HEALTH] GLPro VSL,1,145
31-08-2025,dg01ad,17427 - [HEALTH] GLPro VSL,1,145
31-08-2025,ck12bh,17427 - [HEALTH] GLPro VSL,1,145
29-08-2025,cl06aa,16279 - [DIET] Leptozan VSL,1,145
25-06-2025,cc05ac,121 - Alphacur,1,145
12-12-2025,ck08av,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,144.5
09-12-2025,ub01ai,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,2,144.5
04-12-2025,cg01af,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,2,144.5
13-09-2025,dg01ae,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,3,144.5
02-02-2026,cc05ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),2,144
17-01-2026,cc06ag,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
01-12-2025,cc05ab,17312 - [HEALTH] Neuro Sharp VSL,1,144
30-11-2025,cc06ah,17312 - [HEALTH] Neuro Sharp VSL,1,144
12-10-2025,ck07ac,17762 - [HEALTH] OptiPlax VSL (US/CA/UK/AU/NZ),1,144
14-09-2025,ck07ad,17312 - [HEALTH] Neuro Sharp VSL,1,144
14-09-2025,ck08bc,17312 - [HEALTH] Neuro Sharp VSL,1,144
10-09-2025,kg01aj,13956 - [HEALTH] The Kidney Disease Solution VSL (All Countries),2,144
31-08-2025,ck12bo,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
28-08-2025,cl06ab,13956 - [HEALTH] The Kidney Disease Solution VSL (All Countries),2,144
21-08-2025,cc05aa,17312 - [HEALTH] Neuro Sharp VSL,1,144
21-08-2025,ck12bj,17312 - [HEALTH] Neuro Sharp VSL,1,144
13-07-2025,cc05ac,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
12-07-2025,cc06ag,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
20-06-2025,cc05ac,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
18-06-2025,cc06ad,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
11-05-2025,ag10ad,10031 - [HEALTH] Heal-n-Soothe VSL,2,144
07-10-2025,cg01ad,71 - AMAZON: Prime Big Deal Days 2025 Listicle - Gadget Listicle,3,142.4
01-10-2025,cc06ak,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,3,141.95
01-10-2025,ag04bc,189 - DEALWATCHDOGS: Best Amazon Deals 2025 Listicle - Gadgets,2,140.25
06-03-2026,ck07an,446 - ManForceX,1,140
02-03-2026,cc06ae,446 - ManForceX,1,140
02-03-2026,cc06ak,446 - ManForceX,1,140
28-01-2026,cc06ak,446 - ManForceX,1,140
27-01-2026,ck12bk,446 - ManForceX,1,140
27-01-2026,cn06ae,446 - ManForceX,1,140
09-12-2025,cc06af,409 - Medvi,1,140
05-11-2025,cg01ad,2557 - Presgera VSL,1,140
04-11-2025,kg01aj,2557 - Presgera VSL,1,140
12-10-2025,dg01aa,71 - AMAZON: Prime Big Deal Days 2025 Listicle - Gadget Listicle,3,140
12-09-2025,kg01ah,336 - CPA Email AV Brain Formula,1,140
12-09-2025,kg01ap,336 - CPA Email AV Brain Formula,1,140
09-09-2025,kg01ac,104 - NHMD CPA Email Liver Renew,1,140
08-09-2025,cc06ah,104 - NHMD CPA Email Liver Renew,1,140
08-09-2025,kg01ab,104 - NHMD CPA Email Liver Renew,1,140
08-09-2025,cc05ac,104 - NHMD CPA Email Liver Renew,1,140
07-09-2025,cc05ab,104 - NHMD CPA Email Liver Renew,1,140
07-09-2025,cg01ag,104 - NHMD CPA Email Liver Renew,1,140
07-09-2025,cn06af,104 - NHMD CPA Email Liver Renew,1,140
05-09-2025,cc06ae,350 - Berbalean SS,1,140
16-08-2025,dg01ae,70 - Gluco Armor,1,140
16-08-2025,ub01ag,70 - Gluco Armor,1,140
11-08-2025,cc05ab,312 - HEALTH - TriFlexarin CPA - [US],2,140
01-08-2025,cc05aa,254 - A Place for Mom,2,140
24-07-2025,cc05ab,254 - A Place for Mom,2,140
24-07-2025,cc06ak,254 - A Place for Mom,2,140
20-06-2025,cc05ac,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),2,140
16-05-2025,cc05ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),2,140
08-12-2025,cc06ai,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,3,139.4
21-09-2025,kg01ak,269 - Presgera VSL,1,138
08-09-2025,ua01ao,269 - Presgera VSL,1,138
05-09-2025,ag10aj,269 - Presgera VSL,1,138
05-09-2025,ua01ad,269 - Presgera VSL,1,138
22-08-2025,ua01ap,269 - Presgera VSL,1,138
22-08-2025,ua01ap,269 - Presgera VSL,1,138
19-08-2025,cl06ad,269 - Presgera VSL,1,138
18-08-2025,cc06ah,269 - Presgera VSL,1,138
18-08-2025,cc06aj,269 - Presgera VSL,1,138
17-08-2025,ag04bg,269 - Presgera VSL,1,138
17-08-2025,cc06ai,269 - Presgera VSL,1,138
17-08-2025,ck07al,269 - Presgera VSL,1,138
02-08-2025,ub01ad,235 - Breathe,1,138
02-08-2025,ck07ae,235 - Breathe,1,138
01-08-2025,cc05ab,235 - Breathe,1,138
27-07-2025,ck08av,235 - Breathe,1,138
23-07-2025,cc06ah,235 - Breathe,1,138
24-06-2025,cc05ab,235 - Breathe,1,138
28-06-2025,ga01ao,16303 - [HEALTH] Breathe – Lung Health VSL,1,137
